Timestamp,Temperature,Humidity,CO2,HumidityRatio,Occupancy
11/02/2015 14:51,21.7675,31.1225,1009.5,0.005021569,1
11/02/2015 14:57,21.79,31.46333333,1027.333333,0.005084053,1
11/02/2015 15:04,21.89,31.6,1060.5,0.005137857,1
11/02/2015 15:19,21.89,31.73,1100,0.005159169,1
11/02/2015 15:36,21.89,30.65,896.5,0.004982159,1
11/02/2015 15:59,21.89,30.42666667,792.6666667,0.004945567,1
11/02/2015 16:01,21.89,30.39,797.75,0.00493956,1
11/02/2015 16:02,21.89,30.39,798,0.00493956,1
11/02/2015 16:05,21.89,30.35666667,797.5,0.004934099,1
11/02/2015 16:14,21.89,29.9175,756,0.00486216,1
11/02/2015 16:19,21.89,30.47,764.25,0.004952667,1
11/02/2015 16:32,21.89,30.1,754,0.004892053,1
11/02/2015 16:37,21.9175,30.5475,772.25,0.004973773,1
11/02/2015 16:51,21.92666667,30.19666667,786.3333333,0.004918972,1
11/02/2015 16:53,21.945,30.39,786.5,0.004956302,1
11/02/2015 16:58,21.9175,30.39,801.75,0.004947925,1
11/02/2015 17:06,21.92666667,30.53333333,807,0.004974252,1
11/02/2015 17:16,22,30.445,797,0.004982167,1
11/02/2015 17:17,21.9725,30.4175,798.25,0.004969221,1
11/02/2015 17:28,21.89,30.125,756.25,0.004896148,1
11/02/2015 17:29,21.89,30.175,751.3333333,0.004904339,1
11/02/2015 17:44,21.79,29.3675,669.25,0.004742812,1
11/02/2015 17:44,21.79,29.745,667.5,0.004804248,1
11/02/2015 17:49,21.79,29.4725,666.5,0.004759899,1
11/02/2015 17:54,21.865,29.29,636.25,0.004752084,1
11/02/2015 18:01,21.89,29.7725,648,0.004838411,1
11/02/2015 18:10,21.815,28.9725,614.75,0.004685745,1
11/02/2015 18:15,21.79,28.63333333,601.6666667,0.004623363,1
11/02/2015 18:22,21.7675,28.5,585.75,0.004595307,1
11/02/2015 19:01,21.2,29.6,752,0.004609757,0
11/02/2015 19:09,21.2,29.89,670,0.004655258,0
11/02/2015 19:12,21.2,29.76,571.6666667,0.00463486,0
11/02/2015 19:14,21.16666667,29.99666667,618.6666667,0.004662375,0
11/02/2015 19:47,21,30,520,0.004615049,0
11/02/2015 19:57,21,30.06666667,537,0.004625381,0
11/02/2015 20:38,20.89,29.59333333,497.3333333,0.004521121,0
11/02/2015 20:57,20.79,29.29666667,495.5,0.004447816,0
11/02/2015 21:08,20.79,29.89,493,0.004538553,0
11/02/2015 21:19,20.79,30.2,488,0.004585971,0
11/02/2015 21:45,20.7225,29.67,488.75,0.004486083,0
11/02/2015 22:15,20.7,29.35,485,0.004431164,0
11/02/2015 22:23,20.7,28.29,487,0.00427003,0
11/02/2015 22:38,20.5,27.79,487,0.004142308,0
12/02/2015 00:10,20.6,26.89,505,0.004032247,0
12/02/2015 01:01,20.6,26.495,521,0.003972637,0
12/02/2015 01:09,20.6,25.7,522,0.003852697,0
12/02/2015 01:33,20.66666667,25.83333333,543,0.003888857,0
12/02/2015 01:50,20.5,25.5,549,0.003798882,0
12/02/2015 02:23,20.6,25.245,547.5,0.003784073,0
12/02/2015 02:36,20.6,25.395,554.5,0.003806695,0
12/02/2015 02:42,20.5,25.29,555,0.003767407,0
12/02/2015 02:55,20.6,24.745,554,0.003708679,0
12/02/2015 04:00,20.7,24.15,586.5,0.003641489,0
12/02/2015 04:45,20.6,23.93333333,560.3333333,0.003586328,0
12/02/2015 04:52,20.6,23.7,555,0.003551165,0
12/02/2015 05:12,20.575,23.6225,560.25,0.003534003,0
12/02/2015 05:18,20.5,23.795,565,0.003543431,0
12/02/2015 05:31,20.5,23.745,585,0.003535943,0
12/02/2015 05:37,20.5,23.29,583,0.00346781,0
12/02/2015 05:57,20.5,23.9,587,0.003559157,0
12/02/2015 06:08,20.5,23.3,582.5,0.003469307,0
12/02/2015 06:53,20.6,22.53333333,635,0.003375405,0
12/02/2015 07:38,20.55,22.7,696.5,0.003389981,0
12/02/2015 08:43,20.7,22.35666667,723,0.003369614,1
12/02/2015 08:44,20.7,22.525,735.5,0.003395124,1
12/02/2015 08:51,20.9175,22.65,731.5,0.003460343,1
12/02/2015 09:02,21.34,23.745,892,0.003724553,1
12/02/2015 09:16,21.84,24.55,1000,0.003972029,1
12/02/2015 09:23,22.1,24.79,1070,0.004075665,1
12/02/2015 09:36,22.5,25.2,1135.75,0.004246321,1
12/02/2015 09:40,22.6,25.2,1149.25,0.00427237,1
12/02/2015 09:46,22.772,25.29,1202.5,0.00433303,1
12/02/2015 10:19,23.575,22.6,823.6666667,0.00406299,1
12/02/2015 10:21,23.55,22.5225,803,0.00404283,1
12/02/2015 10:24,23.525,22.6,785.5,0.004050683,1
12/02/2015 10:27,23.6,22.7,789.75,0.004087279,1
12/02/2015 10:30,23.6,22.55,792,0.004060094,1
12/02/2015 10:32,23.6,22.55,803.25,0.004060094,1
12/02/2015 10:36,23.66666667,22.85666667,806,0.004132346,1
12/02/2015 11:18,24.1,22.39,791.3333333,0.004154976,0
12/02/2015 11:44,23.89,22.6,796,0.00414128,0
12/02/2015 11:53,23.92666667,22.6,781.3333333,0.004150479,0
12/02/2015 12:42,24.2,23.0225,722,0.004299052,0
12/02/2015 12:56,24.34,23.5,805,0.004426098,0
12/02/2015 13:24,24.2,23.55,733,0.00439825,1
12/02/2015 13:36,24.2,23.8425,693.75,0.004453269,0
12/02/2015 13:59,23.96333333,24.2,662,0.004456298,0
12/02/2015 14:05,23.89,24.2,654,0.00443656,0
12/02/2015 14:37,23.6,24.7,599,0.004449968,0
12/02/2015 14:57,23.15,25.29,580.5,0.004434062,0
12/02/2015 15:08,23,25.39,569.5,0.004411221,0
12/02/2015 15:10,23,25.39,569,0.004411221,0
12/02/2015 15:38,22.7,25.7225,553.25,0.004388315,0
12/02/2015 16:13,22.34,26.315,536,0.0043923,1
12/02/2015 16:33,22.2,27.03333333,582.75,0.004474497,1
12/02/2015 16:36,22.2,27.1,591.75,0.004485611,1
12/02/2015 16:44,22.16666667,27.23,596,0.004498076,1
12/02/2015 16:45,22.175,27.29,594.25,0.004510365,1
12/02/2015 17:00,22.03333333,27.56666667,606,0.004516969,1
12/02/2015 17:06,22,27.7,623,0.004529691,1
12/02/2015 17:16,21.89,27.79,622,0.004513892,1
12/02/2015 17:23,22,27.79,616.75,0.004544515,1
12/02/2015 17:28,21.9725,27.815,615,0.004540954,1
12/02/2015 17:31,22,28.025,614,0.004583228,1
12/02/2015 17:37,21.96333333,27.92666667,625.6666667,0.004556749,1
12/02/2015 18:10,21.89,28,606,0.004548251,0
12/02/2015 18:23,21.84,28.05,597.5,0.004542441,0
12/02/2015 18:36,21.7,28.1,594,0.004511553,0
12/02/2015 19:46,21.29,27.79,562,0.004350036,0
12/02/2015 20:55,21.2,27.29,566,0.004247552,0
12/02/2015 21:03,21.2,27.195,564,0.004232666,0
12/02/2015 22:14,21,27.12666667,563.6666667,0.004170066,0
12/02/2015 22:46,21,27.55,566.5,0.004235587,0
13/02/2015 01:09,21,25.1,578,0.003856584,0
13/02/2015 01:43,21,24.8,575.5,0.003810207,0
13/02/2015 01:46,21,24.6,571.5,0.003779293,0
13/02/2015 02:25,21,24.8,577,0.003810207,0
13/02/2015 02:41,20.945,25.495,578.5,0.003904349,0
13/02/2015 02:42,20.945,25.34,578.5,0.003880464,0
13/02/2015 02:55,20.89,24.73,579.6666667,0.003773617,0
13/02/2015 03:04,20.89,24.245,577.5,0.00369917,0
13/02/2015 03:27,20.945,24.5,577,0.003751054,0
13/02/2015 03:51,20.92666667,24.26333333,585.3333333,0.003710392,0
13/02/2015 04:04,20.89,24.26,582.3333333,0.003701472,0
